cocktail_id,cocktail_name,category,alcoholic,glass_type,verification_status,tag_name,tag_category,tag_status,confidence_score,verified_by,verified_username,expertise_level,verified_date,source,notes
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Evening,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Familiar,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Gin,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:58,original_dataset,Bulk verified by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,HotWeather,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,IBA,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:58,original_dataset,Bulk verified by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Mild,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:58,original_dataset,Bulk verified by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Morning,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Nutty,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:58,original_dataset,Bulk verified by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,PairsWithCheese,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,PairsWithDessert,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,PairsWithSeafood,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,PairsWithSpicyFood,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,RainyDay,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,refreshing,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Relaxed,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Romantic,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Shaken,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:58,original_dataset,Bulk verified by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Social,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Spices,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:58,original_dataset,Bulk verified by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,SunnyDay,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Unforgettables,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:58,original_dataset,Bulk verified by Chathura Maduwantha
18,Alexander,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,WithMeal,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:59,expert_added,Added by Chathura Maduwantha
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Afternoon,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:42,expert_added,Added by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Alcoholic,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:41,original_dataset,Bulk verified by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Celebratory,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:42,expert_added,Added by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Coffee,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:41,original_dataset,Bulk verified by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Cold,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:41,original_dataset,Bulk verified by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Creamy,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:41,original_dataset,Bulk verified by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Dairy,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:41,original_dataset,Bulk verified by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Evening,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:42,expert_added,Added by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Highball,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:41,original_dataset,Bulk verified by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,HotWeather,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:42,expert_added,Added by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Kahlua,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:41,original_dataset,Bulk verified by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Playful,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:42,expert_added,Added by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Shaken,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:41,original_dataset,Bulk verified by Rio Anosh
19,Avalanche,Shake,Alcoholic,Highball glass,fully_verified,Social,,verified,100,Rio Anosh,bartender2,bartender,2026-02-18 16:42,expert_added,Added by Rio Anosh
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Alcoholic,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,American,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Brandy,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Celebratory,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Citrus,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Classic,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,CocktailGlass,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Cold,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,ColdWeather,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Dark,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Evening,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Fruit,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Fruity,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,HotWeather,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Mild,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Night,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Playful,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Reflective,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Shaken,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Sour,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Strong,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,Vermouth,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:52,original_dataset,Bulk verified by Chathura Maduwantha
20,Allegheny,Ordinary Drink,Alcoholic,Cocktail glass,fully_verified,VeryHighStrength,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 14:54,expert_added,Added by Chathura Maduwantha
27,B-53,Shot,Alcoholic,Collins Glass,fully_verified,Alcoholic,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:44,original_dataset,Bulk verified by Chathura Maduwantha
27,B-53,Shot,Alcoholic,Collins Glass,fully_verified,Celebratory,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:45,expert_added,Added by Chathura Maduwantha
27,B-53,Shot,Alcoholic,Collins Glass,fully_verified,Coffee,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:44,original_dataset,Bulk verified by Chathura Maduwantha
27,B-53,Shot,Alcoholic,Collins Glass,fully_verified,ColdWeather,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:45,expert_added,Added by Chathura Maduwantha
27,B-53,Shot,Alcoholic,Collins Glass,fully_verified,Collins,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:44,original_dataset,Bulk verified by Chathura Maduwantha
27,B-53,Shot,Alcoholic,Collins Glass,fully_verified,Crisp,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:45,expert_added,Added by Chathura Maduwantha
27,B-53,Shot,Alcoholic,Collins Glass,fully_verified,Energetic,,verified,100,Chathura Maduwantha,bartender1,bartender,2026-02-18 15:45,expert_added,Added by Chathura Maduwantha
